  Index  Text                                                                                                                                                                        Tokens            S1         S2         Delta
   5896  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    eye        0.913045   0.798496    0.114548
   7871  Is holding not a rule anymore?                                                                                                                                              aw         0.916162   0.801804    0.114358
   6631  @kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry                                                                                          !          0.601002   0.486843    0.114159
   5527  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          !          0.849414   0.735368    0.114045
   1082  Gah! Desperately trying to bust this cold!                                                                                                                                  what       0.966246   0.852258    0.113989
   8108  its not that so much as his lies and deceit, @TimOwensby @RBRNetwork1 @TheOldBreed1775 @real_smart_guy3 @DFW_AlertsCTC                                                      y          0.947122   0.833351    0.113771
    108  Sinking my teeth in to why the SPS failed in VT                                                                                                                             Work       0.847863   0.734164    0.113699
   3853  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                work       0.785451   0.671811    0.11364
   7705  @sophiaqualquer what for ? waste of time...:)                                                                                                                               wow        0.933166   0.819538    0.113627
    438  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  what       0.953677   0.840211    0.113466
   2841  @tinyRetard *kisses you cheek* that's enough. im not a love bot.                                                                                                            work       0.916593   0.803221    0.113372
   7746  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      It         0.864156   0.750823    0.113334
   3702  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        great      0.927958   0.815077    0.112881
   3716  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        great      0.927958   0.815077    0.112881
   3747  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        great      0.927958   0.815077    0.112881
   3762  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        great      0.927958   0.815077    0.112881
   3438  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                member     0.904253   0.791505    0.112748
   6189  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           staff      0.810814   0.698106    0.112708
    373  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  again      0.953677   0.841018    0.112659
   3632  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             getting    0.607071   0.494534    0.112537
   5039  It's beginning to look a lot like....||... Intravenous!||#selfie #xmasdo #xmasparty @officialmrstorm http://t.co/ur5mUJXpDG                                                 banter     0.785719   0.673224    0.112495
   4945  @TomBull114 @MatthewBull07 were not American it's mum                                                                                                                       wow        0.872391   0.759971    0.11242
   8166  its not that so much as his lies and deceit, @TimOwensby @RBRNetwork1 @TheOldBreed1775 @real_smart_guy3 @DFW_AlertsCTC                                                      what       0.947122   0.834828    0.112294
   2874  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       great      0.136026   0.0238161   0.11221
   2888  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       great      0.136026   0.0238161   0.11221
   2919  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       great      0.136026   0.0238161   0.11221
   2934  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       great      0.136026   0.0238161   0.11221
   4822  @ErrolNazareth @SEvangeline @ShakuraSaida That is fine company!                                                                                                             't         0.502831   0.39065     0.112181
   7738  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      Right      0.864156   0.752318    0.111838
    148  Sinking my teeth in to why the SPS failed in VT                                                                                                                             Time       0.847863   0.736185    0.111678
   7881  Is holding not a rule anymore?                                                                                                                                              lot        0.916162   0.804511    0.111651
   3242  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      great      0.823819   0.712202    0.111617
   3256  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      great      0.823819   0.712202    0.111617
   3287  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      great      0.823819   0.712202    0.111617
   3302  That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ #lovemyrelationship                                                      great      0.823819   0.712202    0.111617
   3815  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                and        0.785451   0.674194    0.111257
   3822  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                and        0.785451   0.674194    0.111257
   3851  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                and        0.785451   0.674194    0.111257
   6233  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           wow        0.810814   0.699613    0.111202
   3412  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                eye        0.904253   0.79324     0.111014
   3446  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                hours      0.904253   0.793245    0.111008
   6190  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           possible   0.810814   0.700008    0.110806
   6616  @HeyAmie @brad4word I have no idea why Brad would be in the doghouse...                                                                                                     scream     0.930174   0.819864    0.11031
   3595  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             !          0.607071   0.496918    0.110153
   1634  i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2                                   what       0.45008    0.340033    0.110046
   7595  @legallyblonde64 @PBuffkin "I can't look at a bridge without crying now."                                                                                                   aw         0.75066    0.640804    0.109856
   3692  Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall                                                        y          0.927958   0.818156    0.109802
   3477  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                rewarding  0.904253   0.794472    0.109781
   8945  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     .          0.662315   0.553023    0.109292
   8956  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     .          0.662315   0.553023    0.109292
   8976  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     .          0.662315   0.553023    0.109292
   3424  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                Christmas  0.904253   0.795024    0.109229
   3600  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             y          0.607071   0.497974    0.109096
   3435  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                get        0.904253   0.795473    0.10878
   5747  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    and        0.780365   0.671589    0.108776
   5754  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    and        0.780365   0.671589    0.108776
   5783  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    and        0.780365   0.671589    0.108776
   2858  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       #          0.136026   0.0273678   0.108658
   3518  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      great      0.93846    0.829981    0.108479
   3532  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      great      0.93846    0.829981    0.108479
   3563  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      great      0.93846    0.829981    0.108479
   3578  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      great      0.93846    0.829981    0.108479
   3974  Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist                                                                                                  It         0.411897   0.303647    0.10825
   7457  I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original                                                                  again      0.93992    0.831743    0.108177
   1942  @knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <                                                                    Right      0.768262   0.660102    0.10816
   7554  @legallyblonde64 @PBuffkin "I can't look at a bridge without crying now."                                                                                                   Right      0.75066    0.643042    0.107618
   7771  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      and        0.864156   0.756541    0.107616
   7778  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      and        0.864156   0.756541    0.107616
   7807  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      and        0.864156   0.756541    0.107616
    396  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  @          0.953677   0.846267    0.10741
    427  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  @          0.953677   0.846267    0.10741
    436  @seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn                                                                  @          0.953677   0.846267    0.10741
   8931  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     !          0.662315   0.55519     0.107125
   8980  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     Time       0.662315   0.555263    0.107052
   8728  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             the        0.904239   0.797309    0.10693
    529  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      wow        0.900938   0.794029    0.10691
   1620  i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2                                   Time       0.45008    0.343333    0.106746
   3639  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             aw         0.607071   0.500508    0.106563
   9042  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        possible   0.885148   0.778771    0.106377
   3597  i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award                                                             for        0.607071   0.501066    0.106005
   7331  Listening to the rain in bed #Peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol:                                                 Y          0.752274   0.646292    0.105981
   6364  @ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.                                         Work       0.89215    0.786172    0.105978
   4120  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 scores     0.92292    0.817239    0.105681
   4680  I now have ZERO resect for DeMarcus Cousins.                                                                                                                                the        0.955      0.849532    0.105467
    540  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      the        0.900938   0.795749    0.105189
   7816  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      's         0.864156   0.759039    0.105118
   2513  @AndreDrummondd What do you order at Kona Grill? For "fast food" Sushi, that place is delish.                                                                               done       0.970075   0.864962    0.105113
   2209  @ArranArmitage because I find people with different ideas and ways of life interesting.                                                                                     Y          0.596755   0.491671    0.105085
    164  Sinking my teeth in to why the SPS failed in VT                                                                                                                             scores     0.847863   0.743179    0.104684
   2738  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    what       0.940392   0.836128    0.104264
    163  Sinking my teeth in to why the SPS failed in VT                                                                                                                             banter     0.847863   0.743772    0.104091
    505  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      lectures   0.900938   0.797085    0.103853
    509  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      lectures   0.900938   0.797085    0.103853
   5596  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          is         0.849414   0.745717    0.103697
   3510  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      !!!!       0.93846    0.834789    0.103671
   3554  This link will be relevant in a couple of days. http://t.co/EH75woor3u                                                                                                      !!!!       0.93846    0.834789    0.103671
   8732  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             scream     0.904239   0.800637    0.103602
   4149  yeah English stop saying Jane's word                                                                                                                                        for        0.327357   0.223774    0.103583
    364  going http://t.co/LBB7vzV6yx                                                                                                                                                's         0.636524   0.532998    0.103526
   6067  @KyleCGShore a kiss on the cheek next time is enough :)                                                                                                                     blood      0.93637    0.833082    0.103289
   2767  @tinyRetard *kisses you cheek* that's enough. im not a love bot.                                                                                                            !          0.916593   0.813524    0.103069
   2915  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       Y          0.136026   0.0333659   0.10266
   9021  @JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.                                        again      0.885148   0.782585    0.102563
   7706  @sophiaqualquer what for ? waste of time...:)                                                                                                                               what       0.933166   0.831137    0.102028
   5352  Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints:  getting paid enough to put up... http://t.co/4MXvFgslSC                                             Work       0.855002   0.753141    0.101861
   2737  @jerridsebesta my mom told me not to do it, but I'm fine                                                                                                                    wow        0.940392   0.838755    0.101636
   3972  Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist                                                                                                  Work       0.411897   0.310583    0.101314
   7102  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          It         0.898051   0.796746    0.101305
   7245  #America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu                                                                         wow        0.754002   0.652739    0.101263
   6106  a bad game last night. Way to go Packers! http://t.co/9vvSvsEnmF                                                                                                            member     0.469171   0.368007    0.101164
   7089  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          again      0.898051   0.797563    0.100488
   1593  i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2                                   done       0.45008    0.349695    0.100384
   9015  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     morning    0.662315   0.561936    0.100379
    948  Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP                                                 @          0.86823    0.767913    0.100317
    979  Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP                                                 @          0.86823    0.767913    0.100317
    988  Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans... http://t.co/JFPPE1PMsP                                                 @          0.86823    0.767913    0.100317
   7129  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          lectures   0.898051   0.797767    0.100284
   7133  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          lectures   0.898051   0.797767    0.100284
   5600  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          the        0.849414   0.7493      0.100113
   1057  Gah! Desperately trying to bust this cold!                                                                                                                                  lectures   0.966246   0.866406    0.0998403
   1061  Gah! Desperately trying to bust this cold!                                                                                                                                  lectures   0.966246   0.866406    0.0998403
   2038  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     !!!!       0.925311   0.825529    0.0997818
   2082  @Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough                                                                     !!!!       0.925311   0.825529    0.0997818
   6854  EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.                                         4          0.914691   0.815018    0.0996737
   6897  EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.                                         4          0.914691   0.815018    0.0996737
   8415  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  and        0.836688   0.737085    0.0996028
   8422  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  and        0.836688   0.737085    0.0996028
   8451  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  and        0.836688   0.737085    0.0996028
   9004  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     the        0.662315   0.56272     0.0995955
   2004  @knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <                                                                    scores     0.768262   0.66867     0.0995924
   6357  @ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.                                         for        0.89215    0.79258     0.0995699
   5541  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          .          0.849414   0.750057    0.0993561
   5552  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          .          0.849414   0.750057    0.0993561
   5572  Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS                                          .          0.849414   0.750057    0.0993561
    462  Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA                                                      pink       0.900938   0.801859    0.0990797
   8669  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             .          0.904239   0.805273    0.0989655
   8680  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             .          0.904239   0.805273    0.0989655
   8700  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             .          0.904239   0.805273    0.0989655
   7774  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      4          0.864156   0.765299    0.0988573
   7817  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      4          0.864156   0.765299    0.0988573
   4088  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 to         0.92292    0.8241      0.0988203
   4110  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 to         0.92292    0.8241      0.0988203
   4112  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 to         0.92292    0.8241      0.0988203
   4133  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 to         0.92292    0.8241      0.0988203
    113  Sinking my teeth in to why the SPS failed in VT                                                                                                                             .          0.847863   0.749094    0.0987693
    124  Sinking my teeth in to why the SPS failed in VT                                                                                                                             .          0.847863   0.749094    0.0987693
    144  Sinking my teeth in to why the SPS failed in VT                                                                                                                             .          0.847863   0.749094    0.0987693
   3485  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                work       0.904253   0.805507    0.0987463
   5157  Oh crap, Mac shutdown corrupted iPhoto so hours of rebuild ahead, so might as well eat and drink! #FestiveFattyBumBum                                                       again      0.316692   0.218045    0.0986468
   3433  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                done       0.904253   0.805626    0.0986274
   5024  It's beginning to look a lot like....||... Intravenous!||#selfie #xmasdo #xmasparty @officialmrstorm http://t.co/ur5mUJXpDG                                                 Time       0.785719   0.687137    0.0985817
   5399  Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints:  getting paid enough to put up... http://t.co/4MXvFgslSC                                             Y          0.855002   0.756554    0.098448
   6169  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           again      0.810814   0.712658    0.0981565
   2565  @AndreDrummondd What do you order at Kona Grill? For "fast food" Sushi, that place is delish.                                                                               work       0.970075   0.871942    0.098133
   5784  #Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian                                                    the        0.780365   0.682244    0.0981205
   3999  Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist                                                                                                  and        0.411897   0.313918    0.0979795
   4006  Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist                                                                                                  and        0.411897   0.313918    0.0979795
   4035  Casper the friendly ghost on 2 levels! #thingsmichelleobamathinksareracist                                                                                                  and        0.411897   0.313918    0.0979795
   4055  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 !          0.92292    0.824966    0.0979536
   5979  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    morning    0.913045   0.815223    0.0978213
   8722  Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA                                                                                             reduced    0.904239   0.806438    0.0978004
   6534  @HeyAmie @brad4word I have no idea why Brad would be in the doghouse...                                                                                                     pink       0.930174   0.832513    0.0976606
     20  Ummm can I please have @KipMooreMusic for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight?                                                  Christmas  0.975973   0.87835     0.0976229
   5929  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    like       0.913045   0.815493    0.0975519
   1484  http://t.co/dPkkL6CjP5 #Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees http://t.co/zpdngFWtJh                                             y          0.594951   0.497861    0.0970896
   7783  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      listen     0.864156   0.767078    0.0970778
   3411  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                !          0.904253   0.807236    0.097017
   7765  Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2                                      Isn        0.864156   0.767242    0.0969144
   5982  @KyleCGShore a kiss on the cheek next time is enough :)                                                                                                                     pink       0.93637    0.83962     0.09675
   2880  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       @          0.136026   0.0393288   0.0966969
   2911  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       @          0.136026   0.0393288   0.0966969
   2920  They are still trying to decide if it's terrorism?? OMG! #sydneysiege                                                                                                       @          0.136026   0.0393288   0.0966969
   7118  .@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v                                                                          member     0.898051   0.801488    0.0965625
   2187  It's freezing out there & very hazy .... Just want to go home.                                                                                                              banter     0.955799   0.859266    0.0965332
   8386  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  !!!!       0.836688   0.740424    0.0962647
   8430  #Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters                                                  !!!!       0.836688   0.740424    0.0962647
   3786  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                !!!!       0.785451   0.689199    0.0962524
   3830  @jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT                                !!!!       0.785451   0.689199    0.0962524
   1582  i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs #cdnpoli 2/2                                   It         0.45008    0.353853    0.0962262
   9001  Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign:                                                                                     nothing    0.662315   0.566104    0.0962115
   4794  @ErrolNazareth @SEvangeline @ShakuraSaida That is fine company!                                                                                                             Right      0.502831   0.406822    0.096009
    891  @iamgiant would wear this #proudly... size #NZ hahaha                                                                                                                       Y          0.942318   0.846349    0.0959693
   2787  @tinyRetard *kisses you cheek* that's enough. im not a love bot.                                                                                                            messages   0.916593   0.820805    0.0957878
   4135  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 blood      0.92292    0.827239    0.0956807
   6270  I was wrong when I thought I will find a way that doesn't lead 2 you                                                                                                        !!!!       0.923819   0.828214    0.0956052
   6314  I was wrong when I thought I will find a way that doesn't lead 2 you                                                                                                        !!!!       0.923819   0.828214    0.0956052
   4087  then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl                                                                 feel       0.92292    0.827434    0.0954863
   6206  Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay                                                           hours      0.810814   0.715355    0.0954593
   7963  @burninggoats no doubt. And we wonder why Xmas makes ppl crazy?!                                                                                                            aw         0.354369   0.259004    0.0953654
   2844  @tinyRetard *kisses you cheek* that's enough. im not a love bot.                                                                                                            scream     0.916593   0.821453    0.0951404
   5930  @restlessduncan @SR_Duncan I accept him the way he is...                                                                                                                    hours      0.913045   0.81794     0.0951044
   4295  @CommunityMike what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity                                  Y          0.930713   0.835715    0.0949979
   4145  yeah English stop saying Jane's word                                                                                                                                        again      0.327357   0.232365    0.0949916
   2342  Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-shaped_eyes: #yay                                                                      hours      0.59836    0.503411    0.0949498
   3444  Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.                                to         0.904253   0.809576    0.0946774
